gift_id,occasion,gift_name,category,price_usd,giver_age,receiver_age,relationship,purchase_channel,country,date,message
GFT100444,Housewarming,Serving Tray,Home Appliances,751.39,54,66,Relative,Online,USA,2024-05-28,Wishing you a wonderful Housewarming.
GFT100445,Birthday,Headphones,Electronics,661.54,38,50,Family,Online,UAE,2018-05-21,Congrats on your Birthday!
GFT100446,Graduation,Backpack,Bags,294.58,36,27,Family,Online,Australia,2023-06-20,A small gift for your Graduation.
GFT100447,Christmas,Sweater,Clothing,370.97,26,21,Acquaintance,Handmade,UAE,2020-03-09,Wishing you a wonderful Christmas.
GFT100448,Father's Day,Wallet,Accessories,18.46,24,28,Self,Online,India,2018-07-20,Congrats on your Father's Day!
GFT100449,Anniversary,Photo Frame,Home Decor,96.34,65,45,Relative,Online,USA,2020-10-15,With love on your Anniversary.
GFT100450,Birthday,Gift Card,Gift Cards,45.2,19,45,Acquaintance,Handmade,India,2021-01-19,Happy Birthday! Hope you like it.
GFT100451,Valentine's Day,Heart Necklace,Accessories,114.15,64,51,Acquaintance,In-store,India,2020-10-27,A small gift for your Valentine's Day.
GFT100452,Anniversary,Couple Watch Set,Accessories,51.17,68,88,Relative,Handmade,USA,2019-04-27,Wishing you a wonderful Anniversary.
GFT100453,Valentine's Day,Love Letter,Bags,181.16,41,62,Friend,In-store,Germany,2020-11-04,With love on your Valentine's Day.
GFT100454,Mother's Day,Perfume,Personal Care,43.45,62,83,Acquaintance,Handmade,India,2021-06-06,Happy Mother's Day! Hope you like it.
GFT100455,Eid,Sweets Box,Food,76.14,26,21,Self,In-store,India,2019-01-06,A small gift for your Eid.
GFT100456,Eid,Gift Hamper,Food & Beverage,133.74,68,82,Family,Online,India,2025-04-07,Wishing you a wonderful Eid.
GFT100457,Birthday,Gift Card,Gift Cards,126.3,30,20,Self,Online,UAE,2019-07-05,With love on your Birthday.
GFT100458,Father's Day,Wallet,Accessories,134.47,42,16,Family,Online,USA,2025-04-17,Happy Father's Day! Hope you like it.
GFT100459,Father's Day,Tie,Clothing,129.04,41,20,Acquaintance,Online,UK,2021-07-12,Happy Father's Day! Hope you like it.
GFT100460,Diwali,Sweets,Food,10.26,58,52,Acquaintance,Online,UK,2019-07-22,With love on your Diwali.
GFT100461,Birthday,Gift Card,Gift Cards,94.49,15,1,Partner,Online,India,2024-05-15,A small gift for your Birthday.
GFT100462,Valentine's Day,Roses,Flowers,172.04,22,43,Partner,Handmade,India,2025-08-29,Wishing you a wonderful Valentine's Day.
GFT100463,Wedding,Kitchen Set,Home Appliances,566.38,45,66,Acquaintance,Handmade,Canada,2024-08-18,Happy Wedding! Hope you like it.
GFT100464,Father's Day,Tool Kit,Tools,90.71,46,66,Acquaintance,Online,UK,2018-08-14,A small gift for your Father's Day.
GFT100465,Mother's Day,Spa Voucher,Experience,54.27,28,4,Colleague,Handmade,Germany,2025-12-28,With love on your Mother's Day.
GFT100466,Birthday,Cake,Food,73.7,57,43,Colleague,In-store,Canada,2025-01-08,With love on your Birthday.
GFT100467,Birthday,Gift Card,Gift Cards,171.54,35,15,Relative,Online,UK,2025-10-17,Congrats on your Birthday!
GFT100468,Anniversary,Dinner Voucher,Experience,231.99,38,36,Relative,Online,USA,2018-06-18,A small gift for your Anniversary.
GFT100469,Housewarming,Cookware,Home Appliances,264.24,19,42,Family,In-store,India,2019-10-22,Wishing you a wonderful Housewarming.
GFT100470,Wedding,Cutlery Set,Home Appliances,894.19,16,27,Acquaintance,Handmade,UAE,2025-03-26,Congrats on your Wedding!
GFT100471,Anniversary,Photo Frame,Home Decor,225.61,66,55,Family,Online,USA,2024-01-27,Wishing you a wonderful Anniversary.
GFT100472,Diwali,Lamps (Diyas),Home Decor,154.6,44,49,Acquaintance,In-store,USA,2025-03-22,With love on your Diwali.
GFT100473,Birthday,Teddy Bear,Toys,28.1,51,70,Family,In-store,USA,2020-03-21,Wishing you a wonderful Birthday.
GFT100474,Christmas,Toy,Toys,51.62,28,17,Acquaintance,Online,UK,2021-07-16,A small gift for your Christmas.
GFT100475,Eid,Gift Hamper,Food & Beverage,81.91,21,39,Friend,Online,India,2022-04-03,Congrats on your Eid!
GFT100476,Birthday,Watch,Accessories,201.65,57,39,Relative,Online,Canada,2018-12-07,With love on your Birthday.
GFT100477,Graduation,Watch,Accessories,169.85,57,32,Partner,Online,India,2024-12-31,Happy Graduation! Hope you like it.
GFT100478,Housewarming,Indoor Plant,Home Decor,371.36,20,41,Relative,Handmade,Germany,2019-04-10,Happy Housewarming! Hope you like it.
GFT100479,Mother's Day,Flowers,Flowers,23.01,60,38,Family,Handmade,UAE,2020-01-31,Happy Mother's Day! Hope you like it.
GFT100480,Baby Shower,Baby Clothes,Baby,121.32,31,10,Self,Online,India,2019-05-23,Happy Baby Shower! Hope you like it.
GFT100481,Birthday,Book,Books,37.17,54,72,Acquaintance,Online,UK,2023-01-01,Happy Birthday! Hope you like it.
GFT100482,Diwali,Sweets,Food,59.66,44,70,Colleague,Online,Australia,2022-07-10,Congrats on your Diwali!
GFT100483,Father's Day,Tie,Clothing,9.17,27,1,Colleague,Online,India,2024-02-29,With love on your Father's Day.
GFT100484,Birthday,Backpack,Bags,108.25,58,67,Colleague,In-store,USA,2023-12-10,With love on your Birthday.
GFT100485,Valentine's Day,Heart Necklace,Accessories,214.25,35,55,Relative,Online,UAE,2025-12-10,A small gift for your Valentine's Day.
GFT100486,Graduation,Backpack,Bags,337.89,45,30,Family,In-store,India,2024-12-17,Congrats on your Graduation!
GFT100487,Wedding,Cutlery Set,Home Appliances,241.41,33,4,Friend,In-store,Canada,2018-11-19,With love on your Wedding.
GFT100488,Christmas,Christmas Ornament,Home Decor,264.59,55,52,Relative,Online,India,2024-11-16,Happy Christmas! Hope you like it.
GFT100489,Graduation,Pen Set,Stationery,13.33,41,52,Acquaintance,Online,India,2019-01-02,Wishing you a wonderful Graduation.
GFT100490,Christmas,Sweater,Clothing,239.0,46,17,Relative,In-store,USA,2018-10-06,Happy Christmas! Hope you like it.
GFT100491,Birthday,Watch,Accessories,51.28,31,26,Friend,In-store,USA,2022-12-30,A small gift for your Birthday.
GFT100492,Diwali,Home Decor,Home Decor,173.53,47,18,Partner,Online,Australia,2021-09-29,Wishing you a wonderful Diwali.
GFT100493,Christmas,Hot Cocoa Set,Food & Beverage,8.31,61,67,Family,Online,India,2025-03-30,Wishing you a wonderful Christmas.
GFT100494,Diwali,Gift Hamper,Food & Beverage,257.68,44,69,Self,In-store,India,2018-04-03,A small gift for your Diwali.
GFT100495,Christmas,Hot Cocoa Set,Food & Beverage,241.68,30,44,Colleague,In-store,UAE,2018-06-30,A small gift for your Christmas.
GFT100496,Mother's Day,Handbag,Bags,199.31,37,56,Partner,Online,UK,2023-07-19,A small gift for your Mother's Day.
GFT100497,Christmas,Toy,Toys,31.92,28,50,Relative,Online,Australia,2019-04-04,A small gift for your Christmas.
GFT100498,Wedding,Home Decor,Home Decor,132.16,55,66,Colleague,Online,UK,2020-02-11,Happy Wedding! Hope you like it.
GFT100499,Father's Day,Gadget,Electronics,942.71,37,49,Colleague,Online,USA,2021-11-06,Congrats on your Father's Day!
GFT100500,Valentine's Day,Heart Necklace,Accessories,203.71,39,11,Colleague,In-store,India,2020-10-29,A small gift for your Valentine's Day.
GFT100501,Birthday,Cake,Food,27.05,26,25,Partner,In-store,India,2024-01-04,Happy Birthday! Hope you like it.
GFT100502,Anniversary,Flowers,Flowers,62.58,70,83,Self,In-store,India,2022-12-27,Happy Anniversary! Hope you like it.
GFT100503,Birthday,Teddy Bear,Toys,38.1,40,42,Family,Handmade,Germany,2019-05-11,Happy Birthday! Hope you like it.
GFT100504,Birthday,Teddy Bear,Toys,34.55,48,18,Partner,In-store,India,2020-09-25,Congrats on your Birthday!
GFT100505,Mother's Day,Spa Voucher,Experience,49.93,29,51,Partner,Online,Canada,2018-06-25,With love on your Mother's Day.
GFT100506,Mother's Day,Flowers,Flowers,9.41,20,35,Acquaintance,Online,UK,2022-02-22,With love on your Mother's Day.
GFT100507,Valentine's Day,Plush Toy,Toys,24.19,36,40,Self,In-store,India,2025-01-20,With love on your Valentine's Day.
GFT100508,Eid,Perfume,Personal Care,55.34,38,53,Self,Online,India,2023-03-11,A small gift for your Eid.
GFT100509,Christmas,Sweater,Clothing,44.02,40,10,Friend,Online,UAE,2023-07-21,Congrats on your Christmas!
GFT100510,Eid,Perfume,Personal Care,42.99,58,55,Family,Online,UK,2018-09-03,Happy Eid! Hope you like it.
GFT100511,Birthday,Gift Card,Gift Cards,96.05,32,53,Colleague,Online,India,2022-07-23,Wishing you a wonderful Birthday.
GFT100512,Anniversary,Photo Frame,Home Decor,360.96,28,54,Relative,Online,Australia,2023-11-17,With love on your Anniversary.
GFT100513,Anniversary,Wine,Food & Beverage,189.01,30,41,Relative,Online,Canada,2018-03-31,Congrats on your Anniversary!
GFT100514,Wedding,Cutlery Set,Home Appliances,218.87,60,88,Family,Online,UK,2018-07-25,With love on your Wedding.
GFT100515,Birthday,Gift Card,Gift Cards,42.37,16,37,Family,In-store,India,2019-02-20,With love on your Birthday.
GFT100516,Mother's Day,Spa Voucher,Experience,41.51,68,61,Self,In-store,USA,2023-02-07,Wishing you a wonderful Mother's Day.
GFT100517,Baby Shower,Diaper Pack,Baby,117.03,48,77,Colleague,Online,Germany,2019-06-02,Happy Baby Shower! Hope you like it.
GFT100518,Birthday,Book,Books,17.46,43,29,Colleague,Online,Canada,2022-03-02,Wishing you a wonderful Birthday.
GFT100519,Christmas,Toy,Toys,41.39,47,27,Friend,Handmade,India,2025-12-22,A small gift for your Christmas.
GFT100520,Anniversary,Flowers,Flowers,98.56,24,53,Acquaintance,Online,UK,2022-12-07,With love on your Anniversary.
GFT100521,Birthday,Cake,Food,7.77,29,28,Family,Handmade,USA,2018-11-24,Congrats on your Birthday!
GFT100522,Mother's Day,Perfume,Personal Care,39.08,45,32,Partner,Handmade,India,2022-07-16,Happy Mother's Day! Hope you like it.
GFT100523,Diwali,Gift Hamper,Food & Beverage,69.56,64,54,Friend,Online,Australia,2019-09-23,Congrats on your Diwali!
GFT100524,Christmas,Sweater,Clothing,20.26,49,46,Colleague,In-store,UAE,2025-10-27,Wishing you a wonderful Christmas.
GFT100525,Diwali,Sweets,Food,34.06,46,22,Partner,Online,UK,2023-11-25,Happy Diwali! Hope you like it.
GFT100526,Mother's Day,Perfume,Personal Care,108.0,30,50,Acquaintance,Online,India,2020-09-12,Congrats on your Mother's Day!
GFT100527,Birthday,Teddy Bear,Toys,9.4,45,56,Friend,Online,India,2021-11-14,Happy Birthday! Hope you like it.
GFT100528,Birthday,Gift Card,Gift Cards,172.17,36,15,Friend,In-store,India,2024-10-09,Congrats on your Birthday!
GFT100529,Diwali,Lamps (Diyas),Home Decor,45.62,54,36,Colleague,In-store,Canada,2018-06-11,Congrats on your Diwali!
GFT100530,Diwali,Home Decor,Home Decor,34.86,67,51,Relative,Handmade,India,2020-12-22,Happy Diwali! Hope you like it.
GFT100531,Christmas,Sweater,Clothing,17.03,57,62,Partner,In-store,Germany,2022-05-13,A small gift for your Christmas.
GFT100532,Housewarming,Cookware,Home Appliances,943.31,59,64,Relative,Online,UAE,2019-05-13,Happy Housewarming! Hope you like it.
GFT100533,Diwali,Sweets,Food,15.96,16,44,Self,In-store,Australia,2018-12-20,Happy Diwali! Hope you like it.
GFT100534,Birthday,Book,Books,31.12,29,52,Relative,Handmade,Australia,2024-04-02,Congrats on your Birthday!
GFT100535,Valentine's Day,Love Letter,Toys,34.45,50,66,Acquaintance,Online,UK,2018-05-14,With love on your Valentine's Day.
GFT100536,Anniversary,Photo Frame,Home Decor,252.54,26,41,Friend,In-store,UAE,2024-10-05,A small gift for your Anniversary.
GFT100537,Father's Day,Watch,Accessories,34.87,34,10,Colleague,In-store,India,2022-09-18,Happy Father's Day! Hope you like it.
GFT100538,Graduation,Pen Set,Stationery,41.98,16,16,Family,In-store,India,2025-08-27,A small gift for your Graduation.
GFT100539,Anniversary,Wine,Food & Beverage,178.03,60,56,Partner,In-store,USA,2019-04-15,Congrats on your Anniversary!
GFT100540,Wedding,Vase,Home Decor,99.2,41,17,Partner,Online,India,2025-04-08,Happy Wedding! Hope you like it.
GFT100541,Father's Day,Watch,Accessories,69.47,44,47,Partner,Online,India,2021-03-22,Wishing you a wonderful Father's Day.
GFT100542,Anniversary,Jewelry,Accessories,248.11,50,52,Relative,Handmade,India,2022-02-27,A small gift for your Anniversary.
GFT100543,Anniversary,Flowers,Flowers,157.01,16,6,Acquaintance,In-store,USA,2024-05-15,With love on your Anniversary.
GFT100544,Birthday,Cake,Food,26.47,46,30,Colleague,Handmade,India,2018-11-09,Happy Birthday! Hope you like it.
GFT100545,Wedding,Kitchen Set,Home Appliances,673.16,28,3,Partner,Handmade,UK,2019-01-19,With love on your Wedding.
GFT100546,Mother's Day,Chocolates,Food,60.15,37,55,Colleague,Online,India,2019-02-04,A small gift for your Mother's Day.
GFT100547,Birthday,Gift Card,Gift Cards,43.58,19,42,Family,Online,India,2022-03-15,Happy Birthday! Hope you like it.
GFT100548,Wedding,Vase,Home Decor,226.59,53,57,Relative,Online,UAE,2022-10-07,Wishing you a wonderful Wedding.
GFT100549,Graduation,Watch,Accessories,78.09,56,63,Relative,In-store,India,2023-10-23,Wishing you a wonderful Graduation.
GFT100550,Wedding,Kitchen Set,Home Appliances,575.05,48,27,Self,Online,USA,2025-02-09,A small gift for your Wedding.
GFT100551,Birthday,Book,Books,45.66,49,60,Partner,Online,UK,2024-10-13,Happy Birthday! Hope you like it.
GFT100552,Baby Shower,Toy Set,Baby,93.12,45,17,Self,Online,India,2024-09-20,Happy Baby Shower! Hope you like it.
GFT100553,Birthday,Gift Card,Gift Cards,77.34,17,27,Colleague,Online,India,2022-08-08,A small gift for your Birthday.
GFT100554,Father's Day,Gadget,Electronics,1204.42,31,55,Relative,Online,UAE,2023-08-04,Wishing you a wonderful Father's Day.
GFT100555,Christmas,Toy,Toys,7.29,61,85,Self,Online,India,2020-10-28,Happy Christmas! Hope you like it.
GFT100556,Christmas,Sweater,Clothing,215.97,34,30,Acquaintance,Online,India,2024-06-16,A small gift for your Christmas.
GFT100557,Christmas,Sweater,Clothing,74.32,63,85,Partner,Online,USA,2024-08-01,With love on your Christmas.
GFT100558,Father's Day,Tool Kit,Tools,115.53,41,65,Friend,In-store,UAE,2024-11-11,A small gift for your Father's Day.
GFT100559,Christmas,Gift Basket,Food & Beverage,227.37,36,36,Relative,In-store,India,2021-03-07,A small gift for your Christmas.
GFT100560,Birthday,Sunglasses,Accessories,161.9,41,23,Family,In-store,India,2020-06-02,A small gift for your Birthday.
GFT100561,Graduation,Backpack,Bags,371.32,62,34,Self,In-store,India,2019-06-12,Congrats on your Graduation!
GFT100562,Mother's Day,Flowers,Flowers,60.1,42,44,Self,Online,USA,2023-06-12,Congrats on your Mother's Day!
GFT100563,Christmas,Board Game,Toys,66.53,28,12,Relative,Online,Canada,2018-08-07,Happy Christmas! Hope you like it.
GFT100564,Graduation,Watch,Accessories,200.48,51,72,Colleague,In-store,UK,2024-03-13,A small gift for your Graduation.
GFT100565,Housewarming,Wall Art,Home Decor,145.92,67,51,Partner,In-store,Canada,2022-10-27,Congrats on your Housewarming!
GFT100566,Wedding,Toaster,Home Appliances,687.42,48,26,Relative,In-store,Canada,2021-03-12,Happy Wedding! Hope you like it.
GFT100567,Father's Day,Tie,Clothing,153.21,15,20,Colleague,In-store,India,2025-09-09,Wishing you a wonderful Father's Day.
GFT100568,Housewarming,Serving Tray,Home Appliances,949.96,42,50,Colleague,Handmade,India,2018-08-14,Happy Housewarming! Hope you like it.
GFT100569,Mother's Day,Handbag,Bags,218.16,27,52,Self,Handmade,UK,2025-01-12,Wishing you a wonderful Mother's Day.
GFT100570,Birthday,Book,Books,27.78,45,74,Colleague,Handmade,UAE,2024-05-04,A small gift for your Birthday.
GFT100571,Birthday,Gift Card,Gift Cards,69.69,25,38,Friend,Online,India,2022-04-05,Happy Birthday! Hope you like it.
GFT100572,Birthday,Sunglasses,Accessories,172.65,17,39,Friend,Online,India,2018-08-05,Wishing you a wonderful Birthday.
GFT100573,Christmas,Hot Cocoa Set,Food & Beverage,202.18,41,21,Self,Online,Canada,2023-07-06,A small gift for your Christmas.
GFT100574,Christmas,Toy,Toys,15.09,45,59,Friend,Online,UAE,2020-08-24,Congrats on your Christmas!
GFT100575,Christmas,Christmas Ornament,Home Decor,135.65,61,35,Self,In-store,UAE,2018-10-25,A small gift for your Christmas.
GFT100576,Birthday,Sunglasses,Accessories,226.08,42,58,Self,In-store,India,2021-04-10,Wishing you a wonderful Birthday.
GFT100577,Anniversary,Photo Frame,Home Decor,190.53,57,38,Friend,Handmade,USA,2022-04-08,Happy Anniversary! Hope you like it.
GFT100578,Diwali,Sweets,Food,58.53,15,10,Relative,Online,UK,2020-08-30,With love on your Diwali.
GFT100579,Birthday,Gift Card,Gift Cards,165.35,23,15,Acquaintance,In-store,India,2025-02-27,Wishing you a wonderful Birthday.
GFT100580,Graduation,Backpack,Bags,112.66,36,30,Family,Handmade,India,2024-08-10,Wishing you a wonderful Graduation.
GFT100581,Father's Day,Wallet,Accessories,113.95,31,15,Friend,Online,UK,2019-05-07,A small gift for your Father's Day.
GFT100582,Mother's Day,Flowers,Flowers,160.81,28,50,Colleague,Online,Germany,2023-11-19,Happy Mother's Day! Hope you like it.
GFT100583,Anniversary,Wine,Food & Beverage,24.42,61,84,Family,In-store,India,2022-01-18,Wishing you a wonderful Anniversary.
GFT100584,Anniversary,Photo Frame,Home Decor,319.22,47,38,Relative,In-store,India,2025-02-02,With love on your Anniversary.
GFT100585,Housewarming,Wall Art,Home Decor,269.12,56,82,Family,Online,India,2025-03-17,Happy Housewarming! Hope you like it.
GFT100586,Mother's Day,Perfume,Personal Care,65.47,42,40,Relative,In-store,Canada,2021-04-13,Congrats on your Mother's Day!
GFT100587,Birthday,Watch,Accessories,64.13,34,43,Friend,Online,Canada,2019-01-04,A small gift for your Birthday.
GFT100588,Anniversary,Dinner Voucher,Experience,301.66,17,7,Family,In-store,USA,2025-07-06,Congrats on your Anniversary!
GFT100589,Valentine's Day,Love Letter,Baby,34.21,24,30,Self,Handmade,India,2022-08-15,Wishing you a wonderful Valentine's Day.
GFT100590,Diwali,Clothes,Clothing,40.88,62,88,Colleague,Online,Australia,2021-04-02,Wishing you a wonderful Diwali.
GFT100591,Eid,Perfume,Personal Care,109.18,61,38,Family,Online,Germany,2021-08-31,Wishing you a wonderful Eid.
GFT100592,Wedding,Home Decor,Home Decor,286.99,51,49,Partner,In-store,UK,2025-11-27,With love on your Wedding.
GFT100593,Graduation,Pen Set,Stationery,7.66,28,53,Relative,Online,UAE,2019-01-19,Happy Graduation! Hope you like it.
GFT100594,Mother's Day,Chocolates,Food,45.9,24,19,Friend,In-store,Canada,2019-04-19,Wishing you a wonderful Mother's Day.
GFT100595,Birthday,Backpack,Bags,41.62,54,71,Relative,Online,India,2020-02-28,Congrats on your Birthday!
GFT100596,Valentine's Day,Chocolates,Food,48.91,53,41,Colleague,Online,Australia,2024-08-19,Wishing you a wonderful Valentine's Day.
GFT100597,Baby Shower,Toy Set,Baby,25.65,35,39,Partner,Online,Canada,2019-06-18,Wishing you a wonderful Baby Shower.
GFT100598,Father's Day,Watch,Accessories,175.62,23,48,Partner,Online,UAE,2019-03-15,With love on your Father's Day.
GFT100599,Anniversary,Perfume,Personal Care,96.62,58,77,Partner,Online,USA,2019-12-08,Wishing you a wonderful Anniversary.
GFT100600,Anniversary,Perfume,Personal Care,111.81,17,21,Friend,Online,Australia,2025-07-08,With love on your Anniversary.
GFT100601,Christmas,Christmas Ornament,Home Decor,199.73,26,3,Relative,Online,India,2022-11-18,Wishing you a wonderful Christmas.
GFT100602,Valentine's Day,Couple Ring,Accessories,113.06,20,12,Self,Online,India,2019-07-21,Congrats on your Valentine's Day!
GFT100603,Birthday,Watch,Accessories,118.76,63,77,Acquaintance,In-store,UK,2024-06-09,Happy Birthday! Hope you like it.
GFT100604,Anniversary,Couple Watch Set,Accessories,32.64,39,47,Self,In-store,India,2022-04-14,Happy Anniversary! Hope you like it.
GFT100605,Birthday,Backpack,Bags,155.62,42,66,Relative,Online,India,2018-07-28,A small gift for your Birthday.
GFT100606,Christmas,Board Game,Toys,9.24,64,71,Colleague,Handmade,Germany,2018-12-09,Congrats on your Christmas!
GFT100607,Diwali,Home Decor,Home Decor,321.24,47,40,Colleague,Handmade,USA,2018-09-10,Happy Diwali! Hope you like it.
GFT100608,Anniversary,Flowers,Flowers,133.38,24,23,Relative,In-store,USA,2025-07-08,Congrats on your Anniversary!
GFT100609,Graduation,Laptop,Electronics,385.29,44,51,Acquaintance,In-store,UK,2025-03-11,Congrats on your Graduation!
GFT100610,Birthday,Watch,Accessories,261.87,67,77,Colleague,Online,USA,2018-01-02,A small gift for your Birthday.
GFT100611,Diwali,Lamps (Diyas),Home Decor,185.89,63,79,Family,Online,Canada,2024-09-22,Wishing you a wonderful Diwali.
GFT100612,Diwali,Lamps (Diyas),Home Decor,278.6,54,30,Colleague,Online,India,2020-03-02,With love on your Diwali.
GFT100613,Anniversary,Perfume,Personal Care,93.64,32,7,Colleague,Online,USA,2019-03-05,Wishing you a wonderful Anniversary.
GFT100614,Father's Day,Gadget,Electronics,815.93,35,56,Relative,Online,India,2019-07-07,A small gift for your Father's Day.
GFT100615,Baby Shower,Baby Clothes,Baby,142.22,23,1,Self,Online,India,2024-09-21,Happy Baby Shower! Hope you like it.
GFT100616,Valentine's Day,Roses,Flowers,78.96,25,1,Acquaintance,In-store,India,2022-10-02,With love on your Valentine's Day.
GFT100617,Christmas,Toy,Toys,30.67,33,6,Friend,Online,India,2024-10-27,With love on your Christmas.
GFT100618,Anniversary,Flowers,Flowers,54.0,21,1,Partner,Handmade,Germany,2020-10-25,A small gift for your Anniversary.
GFT100619,Mother's Day,Handbag,Bags,30.5,60,56,Acquaintance,Online,India,2022-10-07,Happy Mother's Day! Hope you like it.
GFT100620,Birthday,Perfume,Personal Care,59.14,50,64,Acquaintance,Online,India,2020-11-03,With love on your Birthday.
GFT100621,Mother's Day,Perfume,Personal Care,135.56,54,70,Acquaintance,Handmade,USA,2022-06-19,Wishing you a wonderful Mother's Day.
GFT100622,Anniversary,Dinner Voucher,Experience,285.91,55,37,Friend,Online,UAE,2020-07-29,With love on your Anniversary.
GFT100623,Baby Shower,Feeding Bottle,Baby,105.36,31,17,Relative,Handmade,India,2022-10-18,Happy Baby Shower! Hope you like it.
GFT100624,Mother's Day,Spa Voucher,Experience,411.44,62,56,Acquaintance,In-store,USA,2024-07-29,A small gift for your Mother's Day.
GFT100625,Christmas,Christmas Ornament,Home Decor,87.12,28,51,Self,In-store,USA,2019-10-29,A small gift for your Christmas.
GFT100626,Anniversary,Photo Frame,Home Decor,230.09,29,10,Friend,Online,UK,2022-04-30,Congrats on your Anniversary!
GFT100627,Christmas,Sweater,Clothing,185.44,56,86,Friend,Online,Canada,2023-05-31,With love on your Christmas.
GFT100628,Christmas,Board Game,Toys,29.01,68,42,Partner,Online,UK,2022-11-21,Congrats on your Christmas!
GFT100629,Diwali,Clothes,Home Appliances,926.64,17,20,Self,Online,Canada,2020-03-08,Congrats on your Diwali!
GFT100630,Christmas,Christmas Ornament,Home Decor,10.42,38,59,Self,Online,India,2018-11-14,A small gift for your Christmas.
GFT100631,Christmas,Toy,Toys,5.37,23,53,Friend,In-store,India,2023-09-22,With love on your Christmas.
GFT100632,Diwali,Sweets,Food,77.39,45,36,Self,Online,USA,2025-12-06,With love on your Diwali.
GFT100633,Baby Shower,Toy Set,Baby,7.07,29,58,Relative,In-store,USA,2018-08-05,Congrats on your Baby Shower!
GFT100634,Birthday,Teddy Bear,Toys,14.91,39,69,Self,Handmade,Australia,2022-03-09,Happy Birthday! Hope you like it.
GFT100635,Christmas,Sweater,Clothing,272.17,65,63,Friend,In-store,India,2018-06-29,Happy Christmas! Hope you like it.
GFT100636,Christmas,Toy,Toys,85.87,41,33,Family,Online,India,2023-04-19,Happy Christmas! Hope you like it.
GFT100637,Christmas,Hot Cocoa Set,Food & Beverage,145.77,33,16,Acquaintance,In-store,India,2020-11-14,A small gift for your Christmas.
GFT100638,Housewarming,Cookware,Home Appliances,168.1,66,94,Relative,Handmade,India,2019-07-19,A small gift for your Housewarming.
GFT100639,Birthday,Book,Books,43.7,61,32,Relative,Handmade,India,2020-08-14,Happy Birthday! Hope you like it.
GFT100640,Diwali,Sweets,Food,107.26,20,33,Family,Handmade,Germany,2025-06-24,Wishing you a wonderful Diwali.
GFT100641,Birthday,Book,Books,29.58,54,45,Friend,Online,India,2023-07-10,Happy Birthday! Hope you like it.
GFT100642,Housewarming,Cookware,Home Appliances,819.33,22,1,Partner,Online,UAE,2020-05-28,Congrats on your Housewarming!
GFT100643,Birthday,Gift Card,Gift Cards,58.62,46,52,Self,Online,India,2024-05-28,Congrats on your Birthday!
GFT100644,Eid,Sweets Box,Food,4.36,46,45,Colleague,In-store,Germany,2021-09-30,With love on your Eid.
GFT100645,Birthday,Teddy Bear,Toys,27.26,15,32,Acquaintance,Online,India,2022-09-24,Happy Birthday! Hope you like it.
GFT100646,Valentine's Day,Roses,Flowers,242.84,50,70,Self,Online,Germany,2020-02-02,Happy Valentine's Day! Hope you like it.
GFT100647,Birthday,Sunglasses,Accessories,36.5,37,60,Family,Online,Canada,2018-01-26,Wishing you a wonderful Birthday.
GFT100648,Birthday,Teddy Bear,Toys,56.25,35,41,Relative,Online,UAE,2019-11-17,Happy Birthday! Hope you like it.
GFT100649,Valentine's Day,Couple Ring,Accessories,216.0,57,33,Self,Online,Canada,2023-05-07,Wishing you a wonderful Valentine's Day.
GFT100650,Birthday,Teddy Bear,Toys,16.07,51,59,Relative,Online,India,2019-06-03,Happy Birthday! Hope you like it.
GFT100651,Birthday,Cake,Food,76.48,15,28,Acquaintance,Online,Canada,2024-09-02,Wishing you a wonderful Birthday.
GFT100652,Eid,Gift Hamper,Food & Beverage,219.86,48,31,Friend,Handmade,India,2020-10-12,A small gift for your Eid.
GFT100653,Mother's Day,Flowers,Flowers,108.44,24,1,Self,Online,India,2022-01-21,Happy Mother's Day! Hope you like it.
GFT100654,Anniversary,Dinner Voucher,Experience,35.0,22,1,Partner,Handmade,India,2022-08-11,Wishing you a wonderful Anniversary.
GFT100655,Eid,Perfume,Personal Care,57.31,57,65,Self,In-store,India,2020-04-03,A small gift for your Eid.
GFT100656,Valentine's Day,Chocolates,Food,45.53,16,9,Relative,Online,Germany,2022-05-19,A small gift for your Valentine's Day.
GFT100657,Baby Shower,Baby Blanket,Baby,37.5,66,40,Colleague,Online,India,2018-11-20,Wishing you a wonderful Baby Shower.
GFT100658,Valentine's Day,Heart Necklace,Accessories,110.81,44,69,Partner,Online,India,2024-08-07,Happy Valentine's Day! Hope you like it.
GFT100659,Anniversary,Wine,Food & Beverage,113.26,58,85,Friend,Online,UK,2019-05-15,Congrats on your Anniversary!
GFT100660,Eid,Perfume,Personal Care,25.29,18,1,Colleague,Online,UAE,2025-04-08,Happy Eid! Hope you like it.
GFT100661,Baby Shower,Baby Blanket,Baby,38.31,49,23,Friend,Handmade,India,2025-04-12,A small gift for your Baby Shower.
GFT100662,Graduation,Laptop,Electronics,434.09,20,21,Family,Handmade,India,2020-03-22,Congrats on your Graduation!
GFT100663,Graduation,Pen Set,Stationery,20.18,64,86,Colleague,Online,UK,2023-11-09,A small gift for your Graduation.
GFT100664,Graduation,Laptop,Electronics,344.7,22,40,Self,In-store,Australia,2020-03-29,Congrats on your Graduation!
GFT100665,Birthday,Watch,Accessories,33.91,40,40,Family,Online,Canada,2019-06-21,Wishing you a wonderful Birthday.
